protein_annotation	regex_label	manual_label	label_id
Possible minor structural protein gp89	proper	proper	2
Related to BCS1-Mitochondrial protein of the AAA family of ATPases	proper	proper	2
Putative bacteriophage tail completion protein S (GpS)	proper	proper	2
Short C-terminal domain-containing protein	proper	uninformative	0
E3 ubiquitin-protein ligase WAV3	proper	proper	2
Attractin 1	proper	proper	2
DUF2612 domain-containing protein	low informative	low	1
Protease modulator HflC	proper	proper	2
Beta-galactosidase	proper	proper	2
Phage tail-fiber protein	proper	proper	2
Butyrophilin subfamily 1 member A1-like	proper	proper	2
PREDICTED: Reverse mRNAase zinc-binding domain	proper	proper	2
TOP2B topoisomerase	proper	proper	2
DREV methyltransferase	proper	proper	2
Butyrophilin subfamily 2 member A1-like	proper	proper	2
2-succinylbenzoate--CoA ligase	proper	proper	2
Unplaced genomic scaffold SPHSTscaffold_120, whole genome shotgun sequence	uninformative	uninformative	0
Uncharacterized ATPase YjoB	proper	proper	2
Protein RecA, variant 3	proper	proper	2
dUTP diphosphatase	proper	proper	2
Cell division GTPase FtsZ	proper	proper	2
Protein kti12	proper	proper	2
Hydrocephalus-inducing	proper	proper	2
LysR family transcriptional regulator YeiE	proper	proper	2
von Willebrand factor A domain containing 2	proper	proper	2
Cas_Cas4 domain-containing protein	proper	proper	2
TerD-family protein	proper	proper	2
Phage protein D-like protein	proper	proper	2
Predicted DNA-binding protein, contains XRE-type HTH domain	proper	proper	2
Putative cell division control protein	proper	proper	2
AsnB	proper	proper	2
Acyl-coa synthetase	proper	proper	2
Bacteriophage endonuclease	proper	proper	2
Conserved hypothetical phage-related protein	uninformative	uninformative	0
ribonucleoside-diphosphate reductase small chain	proper	proper	2
RuvA_N domain-containing protein	proper	proper	2
Transcription elongation factor	proper	proper	2
HAD family phosphatase	proper	proper	2
Enp1	proper	proper	2
Phage baseplate-like protein	proper	proper	2
Peptidoglycan-binding lysin domain	proper	proper	2
Putative secretion ATPase, PEP-CTERM locus family protein	proper	proper	2
KlcA protein	proper	proper	2
D-mannose binding lectin	proper	proper	2
3-hydroxyacyl-[acyl-carrier-protein] dehydratase	proper	proper	2
AB1gp79	proper	uninformative	0
YjaB_1 protein	proper	proper	2
VrlC	proper	proper	2
Botulinum neurotoxin type X	proper	proper	2
uncharacterized protein LOC108820218	uninformative	uninformative	0
RelA/SpoT protein	proper	proper	2
Phosphoesterase domain protein	proper	proper	2
Ribonucleoside-diphosphate reductase, alpha subun it domain protein	proper	proper	2
Putative Similar to bacteriophage protein	uninformative	uninformative	0
Bacteriophage head-to-tail connecting protein	proper	proper	2
Electron transfer protein	proper	proper	2
Gll2115 protein	proper	uninformative	0
N-6 DNA Methylase domain protein	proper	proper	2
Putative DUF1018 protein	low informative	low	1
Prolyl 3-hydroxylase 1	proper	proper	2
Phosphoribosyl pyrophosphate synthetase associated protein 1	proper	proper	2
Choline phosphatase	proper	proper	2
CSON001939 protein	low informative	uninformative	0
Putative acetate operon repressor	proper	proper	2
S-adenosyl-L-methionine-dependent methyltransferase	proper	proper	2
Orf protein	proper	uninformative	0
Glycosyl hydrolase family 20, domain 2	proper	proper	2
FMN phosphatase YigB, HAD superfamily	proper	proper	2
Proteasome-activating nucleotidase	proper	proper	2
Probable antirestriction protein klca	proper	proper	2
Type III restriction-modification system methylation subunit	proper	proper	2
uncharacterized protein LOC107220128	uninformative	uninformative	0
Putative antirepressor protein	proper	proper	2
Probable metallophosphoesterase	proper	proper	2
Bifunctional riboflavin kinase/FMN adenylyltransferase	proper	proper	2
Highly reducing polyketide synthase easB	proper	proper	2
Phosphatidylserine decarboxylase	proper	proper	2
Eaa protein	proper	proper	2
Ferredoxin--NAD+ reductase	proper	proper	2
DNA RNA polymerase	proper	proper	2
APS kinase	proper	proper	2
calcium-activated chloride channel regulator 1	proper	proper	2
Late control D family	proper	proper	2
Putative suh protein	proper	proper	2
F-box/kelch-repeat protein at1g55270-like protein	proper	proper	2
RNase_H superfamily protein	proper	proper	2
Short chain dehydrogenase	proper	proper	2
Cornichon-like isoform X1	proper	proper	2
19	proper	uninformative	0
Bifunctional DNA primase/polymerase	proper	proper	2
Bacteriophage protein, PF04883 family	proper	low	1
uncharacterized protein LOC111068026	uninformative	uninformative	0
D-amino acid dehydrogenase 2	proper	proper	2
Endopeptidase nlpc/p60 domain	proper	proper	2
Phage head/tail component	proper	proper	2
STAS domain-containing protein	proper	proper	2
DNA-binding helix-turn-helix / peptidase S24-like multi-domain protein	proper	proper	2
POLIIIAc domain-containing protein	proper	proper	2
Secretin	proper	proper	2
DNA/RNA non-specific endonuclease	proper	proper	2
Response regulator transcription factor	proper	proper	2
Prophage Lp3 protein 11	proper	uninformative	0
Spastin	proper	proper	2
Cupin superfamily protein	proper	proper	2
Alkyl sulfatase, putative	proper	proper	2
Lambda phage integrase Int	proper	proper	2
26S proteasome regulatory subunit 8 26S proteasome AAA-ATPase subunit RPT6	proper	proper	2
TRAP transporter family solute receptor	proper	proper	2
Type i restriction enzyme r subunit	proper	proper	2
DnaJ-like subfamily B member 6-A	proper	proper	2
DNA methylase N-4/N-6	proper	proper	2
Probable RFC3-DNA replication factor C, 40 kDa subunit	proper	proper	2
phoH-like protein	proper	proper	2
Putative ribonuclease H1	proper	proper	2
Phosphoribosyltransferase domain-containing protein	proper	proper	2
YuaG protein	proper	proper	2
Ribose-phosphate pyrophosphokinase 2-like	proper	proper	2
Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component	proper	proper	2
Cobalt chelatase subunit CobT	proper	proper	2
Highly reducing polyketide synthase srdA	proper	proper	2
Ribonucleoside-diphosphate reductase adenosylcobalamin-dependent	proper	proper	2
Putative phage tail fiber-related protein	proper	proper	2
RnaseH-domain-containing protein	proper	proper	2
uncharacterized protein LOC108745172 isoform X1	proper	uninformative	0
Threonine ammonia-lyase	proper	proper	2
Macaca fascicularis brain cDNA clone: QflA-23058, similar to human influenza virus NS1A binding protein (IVNS1ABP), mRNA, RefSeq: NM_006469.2	proper	proper	2
Putative integrase/recombinase y4qK	proper	proper	2
ATP-dependent carboxylate-amine ligase	proper	proper	2
Putative F-box domain, kelch-type beta propeller	proper	proper	2
Phage major tail shaft protein	proper	proper	2
LAME_0G17370g1_1	proper	uninformative	0
Recombination protein NinG	proper	proper	2
Klhl18 protein	proper	proper	2
Prophage pi1 protein 37, capsid protein	proper	proper	2
Putative dnaj homolog subfamily B member 4	proper	proper	2
Uncharacterized protein YqaJ	uninformative	uninformative	0
GNAT family acetyltransferase protein	proper	proper	2
LigB domain-containing protein	proper	proper	2
3-oxoacyl-(Acyl-carrier-protein) reductase FabG	proper	proper	2
Pectate lyase family protein	proper	proper	2
Putative tail component of prophage CP-933X	proper	proper	2
Regulator of protease activity HflC (Stomatin/prohibitin superfamily)	proper	proper	2
Hemophilus-specific protein	proper	proper	2
Ribonucleoside-diphosphate reductase small chain protein	proper	proper	2
uncharacterized protein LOC105422224	uninformative	uninformative	0
DNA-binding XRE family transcriptional regulator	proper	proper	2
RNA polymerase subunit sigma	proper	proper	2
Phage small terminase subunit	proper	proper	2
Hypothetical phage tail fibre protein	proper	proper	2
KaiC protein	proper	proper	2
H514	proper	uninformative	0
RRM2	proper	proper	2
EbsB family protein	proper	proper	2
ATP-dependent Clp protease proteolytic subunit ClpP	proper	proper	2
DUF1654 domain-containing protein	low informative	low	1
DUF4347 domain-containing protein	low informative	low	1
Putative integrase catalytic region	proper	proper	2
DUF4015 domain-containing protein	low informative	low	1
Aspartyl/asparaginyl beta-hydroxylase-like dioxygenase	proper	proper	2
Putative major tail protein	proper	proper	2
Replication factor C subunit 3/5	proper	proper	2
ATP-grasp_3 domain-containing protein	proper	proper	2
MmcB family DNA repair protein	proper	proper	2
Putative peptidase S14	proper	proper	2
DNA (Cytosine-5)-methyltransferase 3B isoform 3	proper	proper	2
ClpS domain-containing protein	proper	proper	2
Chromosome 16 SCAF15002, whole genome shotgun sequence	uninformative	uninformative	0
Putative transcriptional regulator, rpiR family protein	proper	proper	2
HTH-type transcriptional regulator AbgR	proper	proper	2
Reverse transcriptase	proper	proper	2
16 kDa heat shock protein A	proper	proper	2
Lysophospholipase L1-like esterase	proper	proper	2
Mitochondrial chaperone BCS-1	proper	proper	2
Similarities with lambda tail fiber assembly protein G	proper	proper	2
Nitrite reductase [NAD(P)H] large subunit	proper	proper	2
Influenza virus NS1A-binding protein homolog B	proper	proper	2
ParB-like partition s domain protein	proper	proper	2
Putative phage single-stranded DNA-binding protein	proper	proper	2
Cell division protein ftsZ	proper	proper	2
Nucleoid-associated protein E6G90_05820	proper	proper	2
Putative stress adaptation protein	proper	proper	2
Secretion protein	proper	proper	2
kelch-like protein 13 isoform X2	proper	proper	2
Peptidoglycan-binding ATPase	proper	proper	2
6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase	proper	proper	2
RAD1 protein	proper	proper	2
GCN5-like N-acetyltransferase	proper	proper	2
FtsH protein	proper	proper	2
NAD-binding oxidoreductase	proper	proper	2
Mu-like major head subunit gpT, prophage protein	proper	proper	2
Helicase MOT1-like protein	proper	proper	2
Ubiquinol:cytochrome C oxidoreductase biogenesis factor	proper	proper	2
PCP degradation transcriptional activation protein	proper	proper	2
Endo-1,4-beta-xylanase A	proper	proper	2
Capsid-like protein	proper	proper	2
DUF2597 family protein	low informative	low	1
ATP-dependent Clp protease proteolytic subunit 2	proper	proper	2
Putative Crossover junction endodeoxyribonuclease RusA	proper	proper	2
Phage portal protein, HK97	proper	proper	2
Disintegrin	proper	proper	2
DNA or RNA helicase of superfamily II-like protein	proper	proper	2
Bacterial stress protein	proper	proper	2
AIG2-like	proper	proper	2
ubiquitin-like modifier-activating enzyme 6	proper	proper	2
ACB domain-containing protein	proper	proper	2
Mt 21s rRNA gene r1-intron	proper	uninformative	0
Putative RNA methylase	proper	proper	2
Probable cat1 operon transcriptional activator	proper	proper	2
Seryl-tRNA synthetase	proper	proper	2
Fibrillin-1-like, partial	proper	proper	2
DnaJ homolog subfamily C member 10	proper	proper	2
Ubiquitin activating enzyme 2	proper	proper	2
ADP-glyceromanno-heptose 6-epimerase	proper	proper	2
Tyrosine recombinase XerS	proper	proper	2
PAS domain-containing methyl-accepting chemotaxis protein	proper	proper	2
Integrase_H2C2 domain-containing protein	proper	proper	2
RNA ligase family protein	proper	proper	2
TRPL translocation defect protein 14	proper	proper	2
Protein CHROMATIN REMODELING 8	proper	proper	2
HHH_6 domain-containing protein	proper	proper	2
Flagellar protein FlgJ	proper	proper	2
Antirepressor, putative	proper	proper	2
N-terminal acetyltransferase complex ARD1 subunit A	proper	proper	2
NODE_19, whole genome shotgun sequence	uninformative	uninformative	0
Putative sulfate transport protein CysZ	proper	proper	2
Ribonucleotide reductase small protein	proper	proper	2
DnaT domain-containing protein	proper	proper	2
RanBP2-type domain-containing protein	proper	proper	2
GMP synthase	proper	proper	2
2OG-Fe(II) oxygenase family oxidoreductase, putative	proper	proper	2
3-oxoacyl-ACP reductase	proper	proper	2
Nitrate ABC transporter ATP-binding protein	proper	proper	2
dCMP deaminase	proper	proper	2
Helix-turn-helix protein domain of transposase family ISL3	proper	proper	2
uncharacterized protein LOC111435535	uninformative	uninformative	0
N-acetyltransferase ElaA	proper	proper	2
Tail tube protein	proper	proper	2
Helicase-like transcription factor	proper	proper	2
Putative Phage major tail protein, Phi13 family	proper	proper	2
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a	proper	proper	2
Uncharacterized protein DUF723	low informative	low	1
Bacteriocin	proper	proper	2
DUF2815 domain-containing protein	low informative	low	1
DNA-binding LytR/AlgR family response regulator	proper	proper	2
Piso0_001286 protein	proper	uninformative	0
Ribose-phosphate pyrophosphoKinase	proper	proper	2
Related to integrase	proper	proper	2
Putative DNA polymerase III, beta subunit	proper	proper	2
Two-component system, LytT family, response regulator	proper	proper	2
Putative TesA-like protein protease	proper	proper	2
Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase	proper	proper	2
C3H1-type domain-containing protein	proper	proper	2
Chromatin complex subunit A	proper	proper	2
Chromodomain helicase-DNA-binding protein, putative	proper	proper	2
Sporangiospore maturation cell wall hydrolase GsmA	proper	proper	2
Plasmid-related protein	proper	low	1
Putative nucleoside 2-deoxyribosyltransferase	proper	proper	2
P22 coat - protein 5 family protein	proper	proper	2
Uncharacterized protein PM1122	uninformative	uninformative	0
Nucleotidyltransferase-like protein	proper	proper	2
Nuclease SbcCD subunit D	proper	proper	2
Chaperonin HSP60, mitochondrial	proper	proper	2
Putative AIG2-like protein	proper	proper	2
Uncharacterized protein (TIGR02217 family)	proper	low	1
Pyrimidine reductase	proper	proper	2
ribonucleoside-diphosphate reductase subunit M2-like	proper	proper	2
influenza virus NS1A-binding protein homolog A-like	proper	proper	2
Portal protein p19	proper	proper	2
Putative glutamine amidotransferase-like protein yvdE	proper	proper	2
Antiviral helicase SKI2	proper	proper	2
XkdM protein, phage-like element PBSX	proper	proper	2
FeSOD	proper	proper	2
DUF1353 domain protein	low informative	low	1
Type I-E CRISPR-associated endoribonuclease Cas2	proper	proper	2
DUF4183 domain-containing protein	low informative	low	1
Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	proper	proper	2
